timestamp,open,high,low,close,volume
2025-06-06 08:00:00,0.17491,0.17823,0.17488,0.17772,16220242.0
2025-06-06 12:00:00,0.17773,0.18459,0.17748,0.18199,37565471.0
2025-06-06 16:00:00,0.18198,0.18254,0.17854,0.17908,16273732.0
2025-06-06 20:00:00,0.17912,0.18075,0.17865,0.17892,4899214.0
2025-06-07 00:00:00,0.17893,0.18271,0.17794,0.18271,8353705.0
2025-06-07 04:00:00,0.18271,0.18651,0.18165,0.18543,13135101.0
2025-06-07 08:00:00,0.18544,0.18742,0.18453,0.18611,9198123.0
2025-06-07 12:00:00,0.18614,0.1888,0.1859,0.18679,13479990.0
2025-06-07 16:00:00,0.18678,0.18743,0.18202,0.18336,17603111.0
2025-06-07 20:00:00,0.18337,0.18651,0.18337,0.18522,9158590.0
2025-06-08 00:00:00,0.18522,0.18522,0.18323,0.18339,14659751.0
2025-06-08 04:00:00,0.18338,0.18493,0.18294,0.1831,5433251.0
2025-06-08 08:00:00,0.18311,0.18427,0.18057,0.1839,18741446.0
2025-06-08 12:00:00,0.1839,0.18554,0.18251,0.18419,18410090.0
2025-06-08 16:00:00,0.18419,0.18649,0.18399,0.18621,13280163.0
2025-06-08 20:00:00,0.18621,0.1871,0.18376,0.18426,12971656.0
2025-06-09 00:00:00,0.18426,0.18474,0.18132,0.18276,11221668.0
2025-06-09 04:00:00,0.18275,0.18291,0.18032,0.18163,9482015.0
2025-06-09 08:00:00,0.18161,0.18751,0.18092,0.18648,20217169.0
2025-06-09 12:00:00,0.18649,0.18671,0.18265,0.18458,16546044.0
2025-06-09 16:00:00,0.18458,0.18805,0.18458,0.18667,19424424.0
2025-06-09 20:00:00,0.18668,0.19624,0.18666,0.19497,31902681.0
2025-06-10 00:00:00,0.195,0.19631,0.19293,0.19373,11694852.0
2025-06-10 04:00:00,0.19372,0.194,0.19001,0.1911,15614268.0
2025-06-10 08:00:00,0.19112,0.19601,0.18974,0.19498,22674004.0
2025-06-10 12:00:00,0.19489,0.19762,0.18889,0.19115,47560389.0
2025-06-10 16:00:00,0.19119,0.19663,0.19004,0.19465,23710074.0
2025-06-10 20:00:00,0.19465,0.19861,0.19332,0.19856,23929640.0
2025-06-11 00:00:00,0.19856,0.19906,0.1947,0.1977,16163845.0
2025-06-11 04:00:00,0.1977,0.20671,0.19693,0.20252,31508699.0
2025-06-11 08:00:00,0.20254,0.20397,0.19825,0.19914,25247121.0
2025-06-11 12:00:00,0.19915,0.20361,0.19837,0.20325,34733906.0
2025-06-11 16:00:00,0.20324,0.20407,0.19421,0.19516,33062330.0
2025-06-11 20:00:00,0.19509,0.1973,0.19134,0.19303,21507980.0
2025-06-12 00:00:00,0.19301,0.19374,0.19017,0.1908,15001296.0
2025-06-12 04:00:00,0.19081,0.19137,0.1891,0.18958,14433303.0
2025-06-12 08:00:00,0.18957,0.19034,0.18644,0.18717,12964156.0
2025-06-12 12:00:00,0.18718,0.18995,0.18562,0.18592,22449487.0
2025-06-12 16:00:00,0.18593,0.19015,0.18377,0.18483,25044558.0
2025-06-12 20:00:00,0.1848,0.18573,0.18002,0.1812,34370857.0
2025-06-13 00:00:00,0.18119,0.18154,0.17004,0.17449,73737792.0
2025-06-13 04:00:00,0.17448,0.17468,0.1716,0.17449,28922594.0
2025-06-13 08:00:00,0.17449,0.17652,0.17325,0.17581,26036302.0
2025-06-13 12:00:00,0.17581,0.17886,0.17354,0.17796,46114353.0
2025-06-13 16:00:00,0.17796,0.18005,0.17568,0.17661,35831226.0
2025-06-13 20:00:00,0.17664,0.18052,0.17619,0.18049,12828591.0
2025-06-14 00:00:00,0.1805,0.1805,0.17713,0.17791,12813185.0
2025-06-14 04:00:00,0.1779,0.17864,0.1757,0.17673,9374764.0
2025-06-14 08:00:00,0.17672,0.17804,0.17608,0.178,6794883.0
2025-06-14 12:00:00,0.17799,0.17847,0.17582,0.17679,11589182.0
2025-06-14 16:00:00,0.1768,0.17834,0.17467,0.17616,15934418.0
2025-06-14 20:00:00,0.17618,0.17865,0.17529,0.17836,10387768.0
2025-06-15 00:00:00,0.17835,0.17877,0.17741,0.17776,5464711.0
2025-06-15 04:00:00,0.17774,0.17853,0.17536,0.17567,13705951.0
2025-06-15 08:00:00,0.17565,0.17576,0.17368,0.17428,17188763.0
2025-06-15 12:00:00,0.17429,0.17747,0.17388,0.17599,17232586.0
