timestamp,open,high,low,close,volume
2020-10-01,359.92,370.25,345.19,352.95,23159.03274
2020-10-02,352.53,354.32,334.4,345.73,27649.14799
2020-10-03,345.77,350.93,343.7,346.01,9525.02352
2020-10-04,346.04,354.49,344.14,352.34,8859.81431
2020-10-05,352.53,356.08,348.72,353.34,9996.51572
2020-10-06,353.95,355.09,336.7,340.83,16085.61911
2020-10-07,340.61,342.82,333.11,341.83,13365.0807
2020-10-08,341.84,353.32,334.28,351.11,16265.70642
2020-10-09,350.86,368.49,347.43,365.36,17712.51048
2020-10-10,365.02,378.51,364.84,370.87,13788.49464
2020-10-11,370.81,377.7,369.33,374.45,8559.02583
2020-10-12,374.01,395.0,365.76,386.71,13475.88045
2020-10-13,386.86,387.73,374.45,381.21,13249.3797
2020-10-14,381.54,387.61,373.38,378.73,9690.30899
2020-10-15,378.86,382.0,369.7,377.94,14120.9906
2020-10-16,377.89,379.89,361.43,365.63,19178.1487
2020-10-17,365.57,370.45,363.67,368.39,4764.33791
2020-10-18,367.84,378.54,367.64,378.4,4864.25555
2020-10-19,378.34,384.58,372.71,379.49,11695.33354
2020-10-20,379.39,380.89,365.6,368.88,13657.01246
2020-10-21,368.96,402.22,368.27,391.06,22534.60133
2020-10-22,391.02,421.28,391.01,414.5,17038.19539
2020-10-23,414.31,420.0,401.97,409.39,12992.37885
2020-10-24,409.7,416.99,407.54,412.53,7321.75528
2020-10-25,412.32,417.81,403.04,406.2,8677.89759
2020-10-26,406.09,411.63,382.77,393.12,17405.04726
2020-10-27,393.49,410.53,390.21,403.87,14738.22834
2020-10-28,403.13,409.21,380.72,388.41,16731.38969
2020-10-29,388.76,393.95,380.92,387.5,13183.13229
2020-10-30,387.6,391.93,373.48,382.75,15285.95547
2020-10-31,382.68,394.18,380.82,386.89,8301.38386
2020-11-01,386.65,398.15,385.1,396.72,8558.53942
2020-11-02,397.01,404.71,378.32,383.16,17229.89551
2020-11-03,383.13,390.25,370.36,387.89,11414.74828
2020-11-04,388.32,408.66,376.89,402.4,18897.63067
2020-11-05,403.12,421.08,397.0,417.39,20369.72507
2020-11-06,417.2,458.71,413.82,456.35,27180.78099
2020-11-07,456.64,468.35,424.24,435.68,25289.67446
2020-11-08,435.46,460.71,432.57,454.51,13308.76739
2020-11-09,454.73,459.52,434.06,444.73,19687.96545
2020-11-10,444.78,455.0,439.09,450.39,12021.5319
2020-11-11,450.77,476.9,450.15,463.59,17977.74565
2020-11-12,463.65,470.69,452.19,462.97,21435.39883
2020-11-13,463.1,478.52,457.64,476.97,13382.78168
2020-11-14,477.13,477.98,452.7,461.21,14401.74084
2020-11-15,461.47,463.26,440.6,448.31,9214.27745
2020-11-16,448.2,466.25,445.7,460.5,10815.80658
2020-11-17,460.57,485.18,460.41,482.07,18480.21061
2020-11-18,482.51,495.66,450.0,478.95,25325.44849
2020-11-19,478.98,480.81,465.32,471.58,7313.1284
2020-11-20,471.84,514.69,471.29,510.0,19435.84611
2020-11-21,510.35,553.44,503.27,552.22,23805.75702
2020-11-22,553.39,581.19,510.0,560.85,22114.14084
2020-11-23,561.01,611.41,549.9,609.34,31311.29037
2020-11-24,609.47,623.46,589.73,605.07,26299.32324
2020-11-25,605.29,606.19,554.25,569.51,29349.57195
2020-11-26,569.03,577.07,481.78,520.51,53889.71291
2020-11-27,520.88,531.03,493.78,518.35,20947.61891
2020-11-28,518.83,548.35,507.04,538.33,14315.22655
2020-11-29,537.92,577.35,530.79,576.74,11757.60537
2020-11-30,576.82,617.34,571.05,617.34,22964.42647
2020-12-01,617.32,637.0,560.0,585.66,35093.19781
2020-12-02,585.51,604.81,575.23,597.23,12029.29772
2020-12-03,597.18,623.59,586.08,616.46,14816.27823
2020-12-04,616.46,620.66,565.84,567.92,11865.42791
2020-12-05,567.12,597.52,561.0,596.94,8652.08987
2020-12-06,597.7,607.64,583.22,602.16,8415.17656
2020-12-07,602.31,603.19,584.28,591.87,7994.08707
2020-12-08,590.85,595.15,548.69,554.81,14667.4225
2020-12-09,553.96,577.82,530.5,573.61,19089.34497
2020-12-10,573.83,575.59,547.58,558.92,9181.50935
2020-12-11,559.95,560.32,534.97,543.72,11537.48933
2020-12-12,544.67,573.85,543.59,567.93,6808.47841
2020-12-13,569.5,597.06,563.3,590.83,9027.46128
2020-12-14,590.52,591.49,576.01,586.13,5808.58073
2020-12-15,586.94,597.1,579.0,588.79,7196.891
2020-12-16,588.79,639.33,581.0,637.81,21772.33259
2020-12-17,637.53,676.62,626.61,643.08,35900.64027
2020-12-18,643.92,664.49,629.75,654.5,11940.60794
2020-12-19,655.07,670.69,646.14,658.72,11603.32888
2020-12-20,658.41,661.69,621.77,638.54,11759.98087
2020-12-21,638.33,648.13,596.15,607.98,17875.47286
2020-12-22,609.49,637.48,588.0,636.91,12470.0609
2020-12-23,637.24,638.1,551.75,585.18,27356.96313
2020-12-24,584.69,615.0,535.0,612.1,17324.75183
2020-12-25,612.68,634.12,604.04,626.47,11283.52338
2020-12-26,627.0,652.26,615.26,636.38,16668.19292
2020-12-27,636.75,716.26,625.72,684.23,39155.63905
2020-12-28,684.42,746.98,680.83,729.01,25763.51754
2020-12-29,729.02,739.09,687.64,730.91,16322.14243
2020-12-30,731.79,758.6,709.92,751.98,14716.41323
2020-12-31,752.5,756.04,722.0,737.27,18938.33743
2021-01-01,736.9,750.39,714.86,730.79,15151.39095
2021-01-02,731.19,788.89,716.71,774.73,26362.64832
2021-01-03,775.24,1021.85,769.61,978.54,87214.42384
2021-01-04,980.02,1168.0,888.0,1042.2,92359.90891
2021-01-05,1043.99,1135.42,975.0,1102.7,49173.19579
2021-01-06,1103.5,1216.65,1059.66,1209.87,51948.05131
2021-01-07,1212.62,1294.91,1010.19,1225.7,51128.93981
2021-01-08,1226.49,1275.0,1064.64,1216.71,58076.50686
2021-01-09,1217.7,1308.26,1173.05,1280.12,30239.30428
2021-01-10,1281.01,1351.5,1158.99,1256.23,58205.25802
2021-01-11,1255.39,1260.12,910.0,1086.44,142110.25644
2021-01-12,1087.18,1150.7,1006.01,1048.65,57895.78435
2021-01-13,1049.31,1136.92,986.01,1126.47,37485.23823
2021-01-14,1130.0,1246.41,1085.99,1229.45,48922.97282
2021-01-15,1231.38,1255.0,1058.37,1168.23,58864.46004
2021-01-16,1169.68,1292.45,1151.96,1227.38,45301.65087
2021-01-17,1227.18,1269.42,1166.01,1232.09,35027.50285
2021-01-18,1233.33,1260.84,1182.66,1258.94,24708.78036
2021-01-19,1258.99,1440.0,1252.34,1366.93,68700.28919
2021-01-20,1367.72,1408.26,1231.0,1378.72,61750.07252
2021-01-21,1378.77,1388.82,1085.1,1109.42,77578.04174
2021-01-22,1113.02,1275.34,1040.0,1234.0,62705.57263
2021-01-23,1233.32,1273.53,1197.66,1234.08,30705.67367
2021-01-24,1234.29,1448.0,1221.92,1392.15,49655.78506
2021-01-25,1394.05,1476.31,1294.35,1318.0,42934.46768
2021-01-26,1318.54,1378.47,1243.85,1370.19,46963.20463
2021-01-27,1368.4,1374.76,1206.77,1241.1,53306.88068
2021-01-28,1241.61,1362.54,1210.09,1331.17,30864.63768
2021-01-29,1332.18,1440.3,1288.38,1378.72,52460.50315
2021-01-30,1382.57,1408.35,1326.61,1379.8,21350.51984
2021-01-31,1379.84,1382.1,1281.16,1314.31,17944.36633
2021-02-01,1313.98,1377.65,1271.2,1374.5,24384.3712
2021-02-02,1373.76,1548.18,1361.89,1513.06,53418.56019
2021-02-03,1514.24,1670.12,1509.42,1666.16,67445.08393
2021-02-04,1667.0,1697.99,1557.5,1596.96,43236.97483
2021-02-05,1598.27,1762.0,1592.3,1720.77,31342.04791
2021-02-06,1719.83,1744.89,1646.23,1678.84,32615.9206
2021-02-07,1679.38,1694.56,1492.23,1615.62,37530.35015
2021-02-08,1615.22,1778.9,1566.92,1751.28,35827.65447
2021-02-09,1753.0,1825.0,1709.95,1772.0,27655.69056
2021-02-10,1773.33,1839.1,1680.28,1740.79,35029.60165
